Name,Rating,Rating Count,Department,Would Take Again %
Jamie Leddin,3.6,57 ratings,Business,72%
Gilman Whiting,3.9,54 ratings,African-American Studies,34%
Adugna Olani,2.5,52 ratings,Economics,56%
Shervin Hajiamini,3.3,26 ratings,Computer Science,95%
Jenel Cassidy,4.0,6 ratings,Medicine,100%
Laura Novick,2.1,58 ratings,Psychology,20%
Paul Kramer,3.2,27 ratings,History,48%
Karen Enyedy,3.3,20 ratings,Human Development,77%
Gregory Leo,4.4,26 ratings,Economics,100%
Johnathan Dyke,5.0,3 ratings,Business,100%
Alexis Finet,5.0,4 ratings,Languages,100%
Brian Heuser,4.3,24 ratings,Education,89%
Cynthia Paschal,2.7,32 ratings,Engineering,18%
Mitch Wilkes,4.1,16 ratings,Engineering,100%
Page Oliver,0.0,0 ratings,English,N/A
Alexander Schmidt,0.0,0 ratings,History,N/A
Tracey Armstrong,3.7,3 ratings,Education,67%
Robert Housden,5.0,1 ratings,Mathematics,100%
Erika Grundstrom,3.0,54 ratings,Physics & Astronomy,60%
Eric Wilkey,5.0,1 ratings,Psychology,100%
Bethany Nickel,0.0,0 ratings,Music Education,N/A
Robbie Housden,5.0,2 ratings,Mathematics,100%
Lauren Mitchell,4.3,4 ratings,English,100%
Lyn Radke,4.5,22 ratings,Philosophy,85%
Robert Tairas,3.7,26 ratings,Engineering,86%
Mudassir Shabbir,3.8,4 ratings,Computer Science,100%
Joshua White,0.0,0 ratings,Finance,N/A
Peter Huston,3.5,8 ratings,Mathematics,100%
Karen Krieger,3.0,13 ratings,Music,50%
Blane Hollingsworth,1.7,3 ratings,Mathematics,100%
Brittany Chase,4.1,52 ratings,Music,86%
Marshall C. Eakin,4.4,29 ratings,History,90%
Jacob Sauer,5.0,27 ratings,Anthropology,100%
Keivan Stassun,4.2,54 ratings,Astronomy,67%
Robert Tairas,3.3,65 ratings,Computer Science,67%
Elliott McCarter,4.9,8 ratings,Languages,100%
Chiara Sulprizio,3.9,17 ratings,Classics,86%
Michael Stone,2.3,16 ratings,Chemistry,31%
Katherine Crawford,4.8,31 ratings,History,100%
Mark Does,3.0,6 ratings,Engineering,67%
Ben Tran,4.6,22 ratings,Asian Studies,100%
Shawn Phillips,3.6,161 ratings,Chemistry,73%
Natasha McClure,0.0,0 ratings,Nursing,N/A
Brittany Haskell,0.0,0 ratings,Nursing,N/A
Alissa Hare,4.6,93 ratings,Chemistry,92%
Meredyth Wegener,3.9,12 ratings,Neuroscience,91%
Joshua Whilte,0.0,0 ratings,Finance,N/A
John Rafter,3.5,121 ratings,Mathematics,65%
Hengrong Du,4.2,5 ratings,Mathematics,100%
Allison Leich Hilbun,3.5,21 ratings,Biology,72%
Tim Holman,3.9,52 ratings,Engineering,86%
Seok Bae Jang,4.5,17 ratings,Languages,94%
Russell Platt,3.2,9 ratings,Music,72%
Karim Nchare,2.9,21 ratings,Economics,100%
Dennis Dickerson,3.3,24 ratings,History,88%
Alexandria Damiano,5.0,1 ratings,Psychology,100%
Autumn Kujawa,5.0,2 ratings,Psychology,100%
Jeanne Peter,4.8,5 ratings,Education,N/A
Corbette Doyle,2.3,7 ratings,Human Development,0%
Pedro Sant'Anna,3.5,15 ratings,Economics,55%
Carl Johnson,3.7,93 ratings,Biology,89%
Craig Smith,4.3,39 ratings,Psychology,90%
Panka Bencsik,0.0,0 ratings,Social Science,N/A
Brandi Brimmer,2.6,14 ratings,History,N/A
Craig Tainter,4.3,58 ratings,Chemistry,92%
James Bisbee,4.4,13 ratings,Political Science,100%
Lori Rafter,3.2,149 ratings,Mathematics,45%
Kevin Grace,2.4,22 ratings,Mathematics,45%
Kejia Hu,3.6,23 ratings,Business,67%
Krista Mehari,0.0,0 ratings,Psychology,N/A
Maithilee Kunda,1.5,16 ratings,Computer Science,14%
Michael Porter,3.3,24 ratings,Music,80%
BethAnn McLaughlin,0.0,0 ratings,Neuroscience,N/A
Eli Minor,0.0,0 ratings,Philosophy,N/A
Weng Poo Kang,2.6,13 ratings,Engineering,17%
Eric MacPhail,1.7,13 ratings,Philosophy,17%
Robert Campany,3.5,19 ratings,Religion,82%
Richard Lloyd,3.1,60 ratings,Sociology,60%
David Wood,3.6,9 ratings,Philosophy,100%
Rebekah Maggor,4.5,4 ratings,English,N/A
Spencer Dowdall,3.1,18 ratings,Mathematics,53%
Soheil Kolouri,5.0,4 ratings,Electrical Engineering & Computer Science,100%
Leor Halevi,4.2,21 ratings,History,80%
Rhonda Williams,3.8,4 ratings,History,75%
Momchil Velkovsky,2.5,75 ratings,Physics,29%
Mark Woelfle,3.5,73 ratings,Biology,47%
Carrie Russell,3.9,68 ratings,Political Science,82%
Julie Johnson,3.7,63 ratings,Computer Science,78%
Gerald Roth,4.2,150 ratings,Computer Science,82%
Zaruhi Sahakyan,2.9,79 ratings,Economics,75%
Xenofon Koutsoukos,4.0,13 ratings,Engineering,100%
Nancy Reisman,4.0,12 ratings,English,100%
Iggy Cortez,4.4,5 ratings,Film,80%
Md Kamrul Hasan,3.3,67 ratings,Computer Science,84%
Abhishek Dubey,4.1,7 ratings,Computer Science,100%
Peter Schram,3.4,27 ratings,Political Science,60%
Kimberly Marble,1.3,6 ratings,Psychology,100%
Meaghan Mundy,3.5,2 ratings,Human Development,100%
Victoria Hoover,3.0,2 ratings,English,100%
Lenn Goodman,2.4,20 ratings,Philosophy,25%
Alice Mark,3.0,54 ratings,Mathematics,54%
Matthew Zaragoza-Watkins,3.1,31 ratings,Economics,67%
David Lewis,4.1,43 ratings,Political Science,74%
Jeremy Payne,3.4,41 ratings,Human Development,78%
David Hess,4.3,16 ratings,Sociology,89%
Anna Marie Bohmann,4.1,14 ratings,Mathematics,75%
Andrew Finch,4.1,7 ratings,Human Development,100%
Julian Wuerth,3.3,22 ratings,Philosophy,63%
Leonora Williamson,4.7,36 ratings,Management,95%
Emily Kimball,0.0,0 ratings,Medicine,N/A
Brenda Enriquez,3.1,7 ratings,Physics,100%
Steven Csorna,1.9,42 ratings,Physics,19%
Olexander Vlasiuk,3.6,14 ratings,Mathematics,88%
Vikash Singh,2.9,39 ratings,Computer Science,45%
Carlos Nugent,3.4,5 ratings,English,100%
Suzana Herculano-Houzel,2.0,29 ratings,Psychology,100%
Douglas Fisher,2.5,28 ratings,Computer Science,60%
Csaba Biegl,0.0,0 ratings,Computer Science,N/A
Sourish Dutta,4.4,121 ratings,Physics,95%
Jose Aznar,4.4,60 ratings,Languages,93%
Daniel Morgan,4.1,27 ratings,Geomorphology & Geochronology,58%
Lynne Cooper,5.0,3 ratings,Engineering,100%
Lida Rabiei,1.0,6 ratings,Mathematics,N/A
Rebeca Gamez,0.0,0 ratings,Ethnic Studies,N/A
Isabella Reinhardt,4.4,17 ratings,Classics,83%
Heather Luea,4.1,128 ratings,Economics,88%
Sylvester Allred,4.7,101 ratings,Biology,N/A
Bill Palmer,4.0,36 ratings,English,100%
Kerry Hull,3.1,10 ratings,Science,100%
Gunter Scholz,2.9,74 ratings,Physics,22%
Patricia Thoms-Cappello,3.2,51 ratings,English,0%
Nicole Henderson,4.5,57 ratings,English,100%
Tony Rosso,4.0,58 ratings,English,100%
Margo Watt,4.5,39 ratings,Psychology,100%
Mary L McCollam,3.5,37 ratings,Computer Science,100%
Kim Ankers,2.8,9 ratings,Business,100%
Ehab El-Saadany,4.6,261 ratings,Engineering,100%
Ray Legge,4.6,33 ratings,Engineering,0%
Victor Yu,4.3,70 ratings,Economics,56%
Jack Weiner,4.8,170 ratings,Mathematics,100%
Stanley Lipshitz,3.1,72 ratings,Mathematics,N/A
William Bill Cowan,2.2,72 ratings,Computer Science,N/A
Dane Heuchemer,4.1,32 ratings,Music,100%
Bill Bowie,4.8,61 ratings,Psychology,N/A
Homer Lusk,3.2,103 ratings,English,34%
Nicki Locascio,4.4,83 ratings,Biology,50%
Zongwu Cai,3.8,34 ratings,Mathematics,N/A
Donna Leamy,3.2,111 ratings,Mathematics,100%
. Molchanov,3.7,27 ratings,Mathematics,N/A
Ira Braus,2.5,19 ratings,Music History,100%
Glen Adsit,4.4,24 ratings,Music,100%
Gabor Viragh,4.4,32 ratings,Music,100%
Akane Mori,3.8,16 ratings,Music,100%
Michael Schiano,4.6,22 ratings,Music,N/A
Glen Wood,4.9,15 ratings,Business,N/A
Patrick Miller,4.2,10 ratings,Music,N/A
John Feierabend,4.7,8 ratings,Music Education,N/A
Robert Pavur,4.3,20 ratings,Business,100%
Taylor Rhoads,2.4,11 ratings,Mathematics,100%
